utt_id,accent,cefr,ref,baseline_hyp,adapted_hyp,changed,wer_baseline,wer_adapted
svarah_00887,Konkani,,Long drives are his first love and I would say I am a professional passenger.,Long drives is forced love and I would say I am a professional passenger.,Long drives is forced love and I would say I am a professional passenger.,False,0.2,0.2
svarah_00921,Kannada,,as face packs or hair packs.,as face bags or hair bags.,as face bags or hair bags.,False,0.3333333333333333,0.3333333333333333
svarah_00982,Assamese,,1109,eleven hundred nine,eleven hundred nine,False,3.0,3.0
svarah_00989,Punjabi,,2020 - 2021,2020-21.,2020-21.,False,0.5,0.5
svarah_01077,Gujarati,,Can you name five states of India?,Can you name five states of India?,Can you name five states of India?,False,0.0,0.0
svarah_01163,Punjabi,,I find Nutriorg Organic Groundnut Oil more expensive than other websites,I find new Trio RG organic ground net oil more expensive than other websites.,I find new Trio RG organic ground net oil more expensive than other websites.,False,0.45454545454545453,0.45454545454545453
svarah_01176,Hindi,,So I love,So I love...,So I love...,False,0.0,0.0
svarah_01183,Telugu,,who do I think people will care?,Who do I think people will care?,Who do I think people will care?,False,0.0,0.0
svarah_01206,Maithili,,"Now, the teachers are focusing more on educating the children, which will surely make the students more educated and a good citizen of country.",Now the teachers are focusing more on educating the childrens which will surely make the students more educated and a good citizen of country.,Now the teachers are focusing more on educating the childrens which will surely make the students more educated and a good citizen of country.,False,0.041666666666666664,0.041666666666666664
svarah_01207,Malayalam,,"Yes, English language and learning of English is mandatory in India.","Yes, English language and learning of English is mandatory.","Yes, English language and learning of English is mandatory.",False,0.18181818181818182,0.18181818181818182
svarah_01304,Kannada,,Can you list all the submitted Renewal scholarship applications on NSP of user with application ID NZ2022211011104111034911 and date of birth 17-7-2018?,Can you list all the submitted renewal scholarship applications on NSP of user with Application ID NZ 202221111104111034911 and date of birth 17-7-2018?,Can you list all the submitted renewal scholarship applications on NSP of user with Application ID NZ 202221111104111034911 and date of birth 17-7-2018?,False,0.08333333333333333,0.08333333333333333
svarah_01326,Hindi,,all celebrate and participate in the festivities together.,all celebrate and participate in the festivities together.,all celebrate and participate in the festivities together.,False,0.0,0.0
svarah_01341,Hindi,,So this is how the politics is arranged in the state of Maharashtra.,So this is how the politics is arranged in the state of Maharashtra.,So this is how the politics is arranged in the state of Maharashtra.,False,0.0,0.0
svarah_01353,Hindi,,"I have always been into doodling and it gradually converted to coloring with pencils, color pencils and then pastel colors and finally it settled down into oil painting. So I have been painting with oil paints since a long, long time now.","I have always been into doodling and gradually converted to coloring with pencils, color pencils and then pastel colors and finally it settled down into oil painting. So I've been painting with oil paints since a long long time now.","I have always been into doodling and gradually converted to coloring with pencils, color pencils and then pastel colors and finally it settled down into oil painting. So I've been painting with oil paints since a long long time now.",False,0.07142857142857142,0.07142857142857142
svarah_01393,Assamese,,"I focus on low impact training. If I have an injury or limitation that makes high impact movement difficult, I focus on low impact training such as Tai Chi.","I focus on low impact training. If I have an injury or limitation that makes high impact movement difficult, I focus on low impact training such as Tai Chi.","I focus on low impact training. If I have an injury or limitation that makes high impact movement difficult, I focus on low impact training such as Tai Chi.",False,0.0,0.0
svarah_01416,Urdu,,"90, 555, 5110, 9780 and 2000","90, 555, 5110, 9780 and 2000.","90, 555, 5110, 9780 and 2000.",False,0.0,0.0
svarah_01468,Konkani,,Are there any Free vaccination centres which provide Booster Dose of Sputnik.,Are there any free vaccination centers which provide booster dose of Sputnik?,Are there any free vaccination centers which provide booster dose of Sputnik?,False,0.08333333333333333,0.08333333333333333
svarah_01502,Kannada,,patronization in the state,patternization in the straight.,patternization in the straight.,False,0.5,0.5
svarah_01517,Urdu,,Here with AI4Bharat too,here with ai for bar 2,here with ai for bar 2,False,1.0,1.0
svarah_01529,Kashmiri,,"Further school bus drivers, pay-ons etc also get an opportunity to make some money through these schools","Further school bus drivers, payons, etc. also get an opportunity to make some money through these schools.","Further school bus drivers, payons, etc. also get an opportunity to make some money through these schools.",False,0.1111111111111111,0.1111111111111111
svarah_01590,Assamese,,Recommend some Supplement Items products,Recommend some supplement item products.,Recommend some supplement item products.,False,0.2,0.2
svarah_01612,Nepali,,"Yes, the book which I read and which has changed my perspective on something","Yes, the book which I read and which have changed my perspective on something","Yes, the book which I read and which have changed my perspective on something",False,0.07142857142857142,0.07142857142857142
svarah_01613,Maithili,,Mithilanchal is mainly famous for its Makhana and fish industry.,Mitlangel is mainly famous for its makhana and fish industry.,Mitlangel is mainly famous for its makhana and fish industry.,False,0.1,0.1
svarah_01628,Telugu,,"Initially, I used to think that yoga is very hard to practice.",Initially I used to think that yoga is very hard to practice.,Initially I used to think that yoga is very hard to practice.,False,0.0,0.0
svarah_01634,Dogri,,and which has caused so much of soil erosion and other,and which has caused so much of soil erosion and other...,and which has caused so much of soil erosion and other...,False,0.0,0.0
svarah_01681,Bengali,,"And I love doing capturing leaves and flowers,",And I love capturing leaves and flowers.,And I love capturing leaves and flowers.,False,0.125,0.125
svarah_01694,Urdu,,"Hinduism being the major religion, some of the most prominent Hindu festivals here are","Hinduism being the major religion, some of the most prominent Hindu festivals here are","Hinduism being the major religion, some of the most prominent Hindu festivals here are",False,0.0,0.0
svarah_01695,Urdu,,"It instills good manners, the life of a person with his creator, his parents, his wife and children, his relatives, his teachers, etc.","It instills good manners, the life of a person with his creator, his parents, his wife and children, his relatives, his teachers, etc.","It instills good manners, the life of a person with his creator, his parents, his wife and children, his relatives, his teachers, etc.",False,0.0,0.0
svarah_01727,Malayalam,,traditional schools focus on the curriculum at hand.,Traditional schools focus on the curriculum at hand.,Traditional schools focus on the curriculum at hand.,False,0.0,0.0
svarah_01733,Nepali,,"Upgradation of State Data Centres, Leveraging Cloud Services for the Startups, Startup Warehouse,","of gradation of state data centers, leveraging cloud services for the starters, startup warehouse,","of gradation of state data centers, leveraging cloud services for the starters, startup warehouse,",False,0.3076923076923077,0.3076923076923077
svarah_01805,Bodo,,throng and climb the Baukungri peak,thrones and climbed the balcony free.,thrones and climbed the balcony free.,False,0.6666666666666666,0.6666666666666666
svarah_01817,Gujarati,,Any discount on Flasks ?,Any discount on flash,Any discount on flash,False,0.25,0.25
svarah_01873,Kannada,,Dance is a universal language that can be used to tell stories and share ideas.,Dance is a universal language that can be used to tell stories and share ideas.,Dance is a universal language that can be used to tell stories and share ideas.,False,0.0,0.0
svarah_01951,Odia,,from a particular from favorite book.,from a particular copyright book.,from a particular copyright book.,False,0.3333333333333333,0.3333333333333333
svarah_01963,Kannada,,kingdom was weakened and the district came under the rule of Vijayanagara Empire,kingdom was weakened and the district came under the rule of Vijayanagara Empire.,kingdom was weakened and the district came under the rule of Vijayanagara Empire.,False,0.0,0.0
svarah_01966,Bodo,,"Sikna Jehelau, a freedom fighter, fought against the British by hiding in a forest,","If not the law, a freedom fighter fought against the British by hiding in a protest.","If not the law, a freedom fighter fought against the British by hiding in a protest.",False,0.35714285714285715,0.35714285714285715
svarah_02001,Odia,,"doing nothing, getting idle and staying at home.","doing nothing, getting idle and staying at home.","doing nothing, getting idle and staying at home.",False,0.0,0.0
svarah_02004,Telugu,,Are there any Paid vaccination centres which provide Booster Dose of COVISHIELD,Are there any paid vaccination centers which provide the booster dose of Covishield?,Are there any paid vaccination centers which provide the booster dose of Covishield?,False,0.16666666666666666,0.16666666666666666
svarah_02065,Nepali,,"dhania and all that, we just cook it in a simple manner",dhaniya and all that we just cook it in a simple manner,dhaniya and all that we just cook it in a simple manner,False,0.08333333333333333,0.08333333333333333
svarah_02083,Hindi,,"Each composition is set with specific notes and beats, but performers improvise extensively.",Each composition is set with specific notes and beats but performers improvise extensively.,Each composition is set with specific notes and beats but performers improvise extensively.,False,0.0,0.0
svarah_02087,Gujarati,,please add event in calendar,Please add event in calendar.,Please add event in calendar.,False,0.0,0.0
svarah_02124,Konkani,,"Clara, Clarina, Victor, Cheryl, Cain.","Clara, Clarina, Victor, Cheryl, Kane","Clara, Clarina, Victor, Cheryl, Kane",False,0.2,0.2
svarah_02142,Maithili,,"And in the September we celebrate Durga Puja and then Chhath, Diwali.",and in the September we celebrate Durga Puja and then Chhad Diwali.,and in the September we celebrate Durga Puja and then Chhad Diwali.,False,0.08333333333333333,0.08333333333333333
svarah_02166,Sindhi,,"Lakshmi Vilas Palace, residence of Vadodara's royal family.","Lakshmi Vila's palace, residence of Adodra's royal family.","Lakshmi Vila's palace, residence of Adodra's royal family.",False,0.25,0.25
svarah_02210,Kannada,,Everyone loved culture and cultural heritage above everything else.,Everyone loved culture and cultural heritage above everything else.,Everyone loved culture and cultural heritage above everything else.,False,0.0,0.0
svarah_02221,Konkani,,Breast cancers can be classified by different schemata.,breast cancers can be classified by different schematic.,breast cancers can be classified by different schematic.,False,0.125,0.125
svarah_02259,Bengali,,show me all Breads items,Show me all bread's items.,Show me all bread's items.,False,0.2,0.2
svarah_02265,Kannada,,My PRAN number is 4819122239,My PRAN number is 481912239.,My PRAN number is 481912239.,False,0.2,0.2
svarah_02281,Sindhi,,the world communication language,the world communication language.,the world communication language.,False,0.0,0.0
svarah_02316,Assamese,,"And I listen to my body. I am mindful of my body and I don't push myself too hard. If something hurts, I stop doing it and find a modification or alternative","and I listen to my body. I am mindful of my body and I don't push myself too hard. If something hurts, I stop doing it and find a modification or alternative.","and I listen to my body. I am mindful of my body and I don't push myself too hard. If something hurts, I stop doing it and find a modification or alternative.",False,0.0,0.0
svarah_02330,Konkani,,People in Vietnam are very friendly,people in Vietnam are very friendly.,people in Vietnam are very friendly.,False,0.0,0.0
svarah_02363,Konkani,,show me all Utensils.,Show me all utensils.,Show me all utensils.,False,0.0,0.0
svarah_02367,Kannada,,Is the notifications for chat messages.,is the notifications for chat message.,is the notifications for chat message.,False,0.16666666666666666,0.16666666666666666
svarah_02389,Bodo,,"And there are elephant safari, jeep safari,","and there are elephant safari, jeep safari,","and there are elephant safari, jeep safari,",False,0.0,0.0
svarah_02417,Urdu,,Bhartanatyam also enjoys wide patronage in Karnataka.,Barkhanatyam also enjoys wide patternies in Karnataka.,Barkhanatyam also enjoys wide patternies in Karnataka.,False,0.2857142857142857,0.2857142857142857
svarah_02434,Bodo,,that run from one bank to the other,that run from one bank to the other.,that run from one bank to the other.,False,0.0,0.0
svarah_02512,Tamil,,"in terms of food, in terms of","in terms of food,","in terms of food,",False,0.42857142857142855,0.42857142857142855
svarah_02625,Dogri,,Login to Co-WIN portal using phone number 94072137176 4061 and OTP,Login to Covent portal using mobile phone number 9407-2137-176-4061 and OTP.,Login to Covent portal using mobile phone number 9407-2137-176-4061 and OTP.,False,0.5,0.5
svarah_02629,Kannada,,The New Indian Express. These are the,the new Indian Express. These are the,the new Indian Express. These are the,False,0.0,0.0
svarah_02643,Kannada,,"I have read many books written by Kannada writers, but in English far, far less.","I have read many books written by Karnada writers, but in English far, far less.","I have read many books written by Karnada writers, but in English far, far less.",False,0.06666666666666667,0.06666666666666667
svarah_02654,Telugu,,please speak loud,Please speak loud.,Please speak loud.,False,0.0,0.0
svarah_02673,Nepali,,"every community wears their traditional uniform and they gather in one place and celebrate Phulpati Shobha Yatra, shows different cultural and traditional dance and art forms and","Every community wears their traditional uniform and they gather in one place and celebrate Phulpati Shobha Yatra, shows different cultural and traditional dance and art form.","Every community wears their traditional uniform and they gather in one place and celebrate Phulpati Shobha Yatra, shows different cultural and traditional dance and art form.",False,0.07407407407407407,0.07407407407407407
svarah_02726,Odia,,"Show my APY pension amount, my PRAN number is 554985533897",show my apy pension amount my pran number is 554985533897,show my apy pension amount my pran number is 554985533897,False,0.0,0.0
svarah_02748,Telugu,,Illegal immigration to India has continued but is now mostly economic and is not limited to Hindus alone.,Illegal immigration to India has continued but is now mostly economic and is not limited to Hindus alone.,Illegal immigration to India has continued but is now mostly economic and is not limited to Hindus alone.,False,0.0,0.0
svarah_02768,Malayalam,,31 January 2020,31st January 2020.,31st January 2020.,False,0.3333333333333333,0.3333333333333333
svarah_02773,Tamil,,Give me a list of the contacts I sent money to last week,Give me a list of contacts I sent money to last week.,Give me a list of contacts I sent money to last week.,False,0.07692307692307693,0.07692307692307693
