utt_id,accent,cefr,ref,baseline_hyp,adapted_hyp,changed,wer_baseline,wer_adapted
l2arctic_ASI_arctic_a0053,Hindi,,Suddenly his fingers closed tightly over the handkerchief,Suddenly his fingers closed tightly over the handkerchief.,Suddenly his fingers closed tightly over the handkerchief.,False,0.0,0.0
l2arctic_ASI_arctic_a0054,Hindi,,There was nothing on the rock,There was nothing on the rock.,There was nothing on the rock.,False,0.0,0.0
l2arctic_ASI_arctic_a0059,Hindi,,His immaculate appearance was gone,His immaculate appearance was gone.,His immaculate appearance was gone.,False,0.0,0.0
l2arctic_ASI_arctic_a0063,Hindi,,Yes it was a man who asked a stranger,"Yes, it was a man who asked a stranger.","Yes, it was a man who asked a stranger.",False,0.0,0.0
l2arctic_ASI_arctic_a0064,Hindi,,The fourth and fifth days passed without any developments,The 4th and 5th days passed without any developments.,The fourth and fifth days passed without any developments.,True,0.2222222222222222,0.0
l2arctic_ASI_arctic_a0065,Hindi,,They closed now until his fingers were like cords of steel,They closed now until his fingers were like cords of steel.,They closed now until his fingers were like cords of steel.,False,0.0,0.0
l2arctic_ASI_arctic_a0071,Hindi,,What was the object of your little sensation,What was the object of your little sensation?,What was the object of your little sensation?,False,0.0,0.0
l2arctic_ASI_arctic_a0073,Hindi,,The promoter's eyes were heavy with little puffy bags under them,The promoter's eyes were heavy with little puffy bags under them.,The promoter's eyes were heavy with little puffy bags under them.,False,0.0,0.0
l2arctic_ASI_arctic_a0075,Hindi,,There has been a change she interrupted him,"There has been a change, she interrupted him.","There has been a change, she interrupted him.",False,0.0,0.0
l2arctic_ASI_arctic_a0076,Hindi,,The gray eyes faltered the flush deepened,"The gray ice faltered, the flush deepened.","The gray ice faltered, the flush deepened.",False,0.14285714285714285,0.14285714285714285
l2arctic_BWC_arctic_a0006,Mandarin,,God bless 'em I hope I will go on seeing them forever,God bless them. I hope I will go on seeing them forever.,God bless them. I hope I will go on seeing them forever.,False,0.08333333333333333,0.08333333333333333
l2arctic_BWC_arctic_a0010,Mandarin,,I'm playing a single hand in what looks like a losing game,and playing a single hand in what looks like a lost game.,and playing a single hand in what looks like a lost game.,False,0.16666666666666666,0.16666666666666666
l2arctic_BWC_arctic_a0011,Mandarin,,If I ever needed a fighter in my life I need one now,If I ever needed a fighter in my life I need one now.,"If I ever needed a fighter in my life, I need one now",True,0.0,0.0
l2arctic_BWC_arctic_a0018,Mandarin,,There was a change now,There was a change now.,There was a change now.,False,0.0,0.0
l2arctic_BWC_arctic_a0020,Mandarin,,Clubs and balls and cities grew to be only memories,clubs and bars and cities grew to be only memories.,clubs and bars and cities grew to be only memories.,False,0.1,0.1
l2arctic_BWC_arctic_a0024,Mandarin,,It was my reports from the north which chiefly induced people to buy,It was my reports from the north which chiefly induced people to buy.,It was my report from the north which chiefly induced people to buy.,True,0.0,0.07692307692307693
l2arctic_BWC_arctic_a0028,Mandarin,,Robbery bribery fraud,robbery bribery fraud,"robbery, bribery, fraud",True,0.0,0.0
l2arctic_BWC_arctic_a0032,Mandarin,,Since then some mysterious force has been fighting us at every step,Since then some mysterious force has been fighting us at every step.,Since then some mysterious force has been fighting us at every step.,False,0.0,0.0
l2arctic_BWC_arctic_a0036,Mandarin,,She turned in at the hotel,She turned in and at the hotel.,She turned in and at the hotel.,False,0.16666666666666666,0.16666666666666666
l2arctic_BWC_arctic_a0037,Mandarin,,I was the only one who remained sitting,I was the only one who reminded sitting.,I was the only one who reminded sitting.,False,0.125,0.125
l2arctic_BWC_arctic_a0039,Mandarin,,The ship should be in within a week or ten days,The sheep should be eaten within a week or 10 days.,The sheep should be eaten within a week or 10 days.,False,0.2727272727272727,0.2727272727272727
l2arctic_BWC_arctic_a0042,Mandarin,,How could he explain his possession of the sketch,How would she explain his perception of the sketch?,How would she explain his perception of the sketch?,False,0.3333333333333333,0.3333333333333333
l2arctic_BWC_arctic_a0045,Mandarin,,He moved away as quietly as he had come,He moved away as quickly as he had come.,He moved away as quickly as he had come.,False,0.1111111111111111,0.1111111111111111
l2arctic_BWC_arctic_a0047,Mandarin,,Close beside him gleamed the white fangs of the wolf dog,clothes beside him gleamed the white front of the wolf dog.,Clothes beside him gleamed the white front of the wolf dog.,True,0.18181818181818182,0.18181818181818182
l2arctic_BWC_arctic_a0051,Mandarin,,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow.","The face was a delicate emerald color, faintly tinted with yellow.",False,0.25,0.25
l2arctic_BWC_arctic_a0052,Mandarin,,It was a curious coincidence,It was a curious coincidence.,It was a curious coincidence.,False,0.0,0.0
l2arctic_BWC_arctic_a0053,Mandarin,,Suddenly his fingers closed tightly over the handkerchief,"shallowly, his fingers close tightly over the handkerchief.","Sadly, his fingers closed tightly over the handkerchief.",True,0.25,0.125
l2arctic_BWC_arctic_a0060,Mandarin,,Anyway no one saw her like that,"Anyway, no one saw her like that.","Anyway, no one saw her like that.",False,0.0,0.0
l2arctic_BWC_arctic_a0063,Mandarin,,Yes it was a man who asked a stranger,"Yes, it was a man who asked a stranger.","Yes, it was a man who asked a stranger.",False,0.0,0.0
l2arctic_BWC_arctic_a0064,Mandarin,,The fourth and fifth days passed without any developments,the fourth and 50 days passed without any developments.,the 4th and 50th days passed without any developments.,True,0.1111111111111111,0.2222222222222222
l2arctic_BWC_arctic_a0065,Mandarin,,They closed now until his fingers were like cords of steel,Stay close now until his fingers were little cord of steel.,Stay close now until his fingers were little cord of steel.,False,0.36363636363636365,0.36363636363636365
l2arctic_BWC_arctic_a0071,Mandarin,,What was the object of your little sensation,What was the object of your little sensation?,What was the object of your little sensation?,False,0.0,0.0
l2arctic_BWC_arctic_a0073,Mandarin,,The promoter's eyes were heavy with little puffy bags under them,The palmetto's eyes were heavy with little puffed backs under them.,The palmetto's eyes were heavy with little puffed backs under them.,False,0.2727272727272727,0.2727272727272727
l2arctic_BWC_arctic_a0075,Mandarin,,There has been a change she interrupted him,"There has been a change, she interrupt him.","There has been a change, she interrupted him.",True,0.125,0.0
l2arctic_BWC_arctic_a0076,Mandarin,,The gray eyes faltered the flush deepened,"the grid as filtered, the flow deepened.","the grid has filtered, the flow deepened.",True,0.5714285714285714,0.5714285714285714
l2arctic_EBVS_arctic_a0003,Spanish,,For the twentieth time that evening the two men shook hands,"For the 20th time that evening, the two men shook hands.","For the 20th time that evening, the two men shook hands.",False,0.09090909090909091,0.09090909090909091
l2arctic_EBVS_arctic_a0005,Spanish,,Will we ever forget it,Will we ever forget it?,Will we ever forget it?,False,0.0,0.0
l2arctic_EBVS_arctic_a0008,Spanish,,Gad your letter came just in time,"God, your letter comes just in time.","God, your letter comes just in time.",False,0.2857142857142857,0.2857142857142857
l2arctic_EBVS_arctic_a0011,Spanish,,If I ever needed a fighter in my life I need one now,"If I ever needed a fighter in my life, I needed one now.","If I ever needed a fighter in my life, I needed one now.",False,0.07692307692307693,0.07692307692307693
l2arctic_EBVS_arctic_a0013,Spanish,,He was a head shorter than his companion of almost delicate physique,he was a hit shorter than his companion of almost delicate physics.,he was a hit shorter than his companion of almost delicate physics.,False,0.16666666666666666,0.16666666666666666
l2arctic_EBVS_arctic_a0018,Spanish,,There was a change now,There was a change now.,There was a change now.,False,0.0,0.0
l2arctic_EBVS_arctic_a0019,Spanish,,I followed the line of the proposed railroad looking for chances,I followed the line of the proposed railroad looking for chance.,I followed the line of the proposed railroad looking for chance.,False,0.09090909090909091,0.09090909090909091
l2arctic_EBVS_arctic_a0020,Spanish,,Clubs and balls and cities grew to be only memories,Clubs and boards and cities grow to be only memories.,Clubs and boards and cities grow to be only memories.,False,0.2,0.2
l2arctic_EBVS_arctic_a0021,Spanish,,It fairly clubbed me into recognizing it,it's fairly clubbed me to recognize it.,It's fairly clever of me to recognize it.,True,0.42857142857142855,0.7142857142857143
l2arctic_EBVS_arctic_a0022,Spanish,,Hardly were our plans made public before we were met by powerful opposition,Hardly were our plans made public before we were met by powerful opposition.,Hardly were our plans made public before we were met by powerful opposition.,False,0.0,0.0
l2arctic_EBVS_arctic_a0026,Spanish,,It occurred to me that there would have to be an accounting,It occurred to me that there will have to be an accounting.,It occurred to me that there will have to be an accounting.,False,0.08333333333333333,0.08333333333333333
l2arctic_EBVS_arctic_a0027,Spanish,,To my surprise he began to show actual enthusiasm in my favor,"To my surprise, he began to show actual intuitions in my favor.","To my surprise, he began to show actual intuitions in my favor.",False,0.08333333333333333,0.08333333333333333
l2arctic_EBVS_arctic_a0028,Spanish,,Robbery bribery fraud,"robbery, bribery, fraud.","robbery, bribery, fraud.",False,0.0,0.0
l2arctic_EBVS_arctic_a0029,Spanish,,Their forces were already moving into the north country,their forces were already moving into the North Country.,their forces were already moving into the north country.,True,0.0,0.0
l2arctic_EBVS_arctic_a0030,Spanish,,I had faith in them,I had faith in them.,I had faith in them.,False,0.0,0.0
l2arctic_EBVS_arctic_a0031,Spanish,,They were three hundred yards apart,they were 300 yards apart,they were 300 yards apart,False,0.3333333333333333,0.3333333333333333
l2arctic_EBVS_arctic_a0036,Spanish,,She turned in at the hotel,she turned in a hotter.,she turned in a hotter.,False,0.5,0.5
l2arctic_EBVS_arctic_a0037,Spanish,,I was the only one who remained sitting,I was the only one who remind sitting.,I was the only one who remained sitting.,True,0.125,0.0
l2arctic_EBVS_arctic_a0039,Spanish,,The ship should be in within a week or ten days,the shift should be in within a week or 10 days.,the shift should be within a week or 10 days.,True,0.18181818181818182,0.2727272727272727
l2arctic_EBVS_arctic_a0041,Spanish,,Meanwhile I'll go out to breathe a spell,meanwhile I'll go out to breathe a spell,"Meanwhile, I'll go out to breathe a spell",True,0.0,0.0
l2arctic_EBVS_arctic_a0042,Spanish,,How could he explain his possession of the sketch,How could he explain his position of the sketch?,How could he explain his position of the sketch?,False,0.1111111111111111,0.1111111111111111
l2arctic_EBVS_arctic_a0045,Spanish,,He moved away as quickly as he had come,He moved it away as quickly as he had come.,He moved it away as quickly as he had come.,False,0.1111111111111111,0.1111111111111111
l2arctic_EBVS_arctic_a0046,Spanish,,The girl faced him her eyes shining with sudden fear,"The girl faces him, her eyes shining with sudden fear.","The girl faces him, her eyes shining with sudden fear.",False,0.1,0.1
l2arctic_EBVS_arctic_a0047,Spanish,,Close beside him gleamed the white fangs of the wolf dog,Close beside him glimmered the white fangs of the wolf dog.,Close beside him glimmered the white fangs of the wolf dog.,False,0.09090909090909091,0.09090909090909091
l2arctic_EBVS_arctic_a0051,Spanish,,The lace was of a delicate ivory color faintly tinted with yellow,"The lady was of a delicate ivory color, faintly tinted with yellow.","The lid was of a delicate ivory color, faintly tinted with yellow.",True,0.08333333333333333,0.08333333333333333
l2arctic_EBVS_arctic_a0052,Spanish,,It was a curious coincidence,It was a curious coincidence.,It was a curious coincidence.,False,0.0,0.0
l2arctic_EBVS_arctic_a0053,Spanish,,Suddenly his fingers closed tightly over the handkerchief,Suddenly his fingers closed tightly over the hungry chief.,Suddenly his fingers closed tightly over the hungry chief.,False,0.25,0.25
l2arctic_EBVS_arctic_a0058,Spanish,,I came for information more out of curiosity than anything else,I came for information more out of curiosity than anything else.,I came for information more out of curiosity than anything else.,False,0.0,0.0
l2arctic_EBVS_arctic_a0060,Spanish,,Anyway no one saw her like that,"Anyway, no one saw her like that.","Anyway, no one saw her like that.",False,0.0,0.0
l2arctic_EBVS_arctic_a0063,Spanish,,Yes it was a man who asked a stranger,"Yes, it was a man who asked a stranger.","yes, it was a man who asked a stranger",True,0.0,0.0
l2arctic_EBVS_arctic_a0067,Spanish,,Surely I will excuse you she cried,"Thirdly, I will excuse you. She cried.","Sadly, I will excuse you,"" she cried.",True,0.14285714285714285,0.14285714285714285
l2arctic_EBVS_arctic_a0071,Spanish,,What was the object of your little sensation,What was the object of your little sensation?,What was the object of your little sensation?,False,0.0,0.0
l2arctic_EBVS_arctic_a0075,Spanish,,There has been a change she interrupted him,There has been a change. She interrupted him.,There has been a change. She interrupted him.,False,0.0,0.0
l2arctic_EBVS_arctic_a0076,Spanish,,The gray eyes faltered the flush deepened,"The grey is faltered, the flash deepens.",The grey is faltered. The flesh deepens.,True,0.5714285714285714,0.5714285714285714
l2arctic_ERMS_arctic_a0005,Spanish,,Will we ever forget it,Will we ever forget it?,Will we ever forget it?,False,0.0,0.0
l2arctic_ERMS_arctic_a0006,Spanish,,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope I will go on seeing them forever.,God bless them. I hope I will go and see them forever.,True,0.2727272727272727,0.45454545454545453
l2arctic_ERMS_arctic_a0008,Spanish,,Gad your letter came just in time,"God, your letter came just in time.","God, your letter came just in time.",False,0.14285714285714285,0.14285714285714285
l2arctic_ERMS_arctic_a0010,Spanish,,I'm playing a single hand in what looks like a losing game,I'm playing a single hand in what it looks like a losing game.,I'm playing a single hand in what it looks like a losing game.,False,0.08333333333333333,0.08333333333333333
l2arctic_ERMS_arctic_a0013,Spanish,,He was a head shorter than his companion of almost delicate physique,He was a head charter than his companion of almost delicate physics.,"He was a head shorter than his companion, of almost delicate physics.",True,0.16666666666666666,0.08333333333333333
l2arctic_ERMS_arctic_a0018,Spanish,,There was a change now,There was a change now.,There was a change now.,False,0.0,0.0
l2arctic_ERMS_arctic_a0019,Spanish,,I followed the line of the proposed railroad looking for chances,"I followed the line of the proposed railroad, looking for chances.","I followed the line of the proposed railroad, looking for chances.",False,0.0,0.0
l2arctic_ERMS_arctic_a0020,Spanish,,Clubs and balls and cities grew to be only memories,Claps and balls and series grew to be only memories.,Claps and balls and series grew to be only memories.,False,0.2,0.2
l2arctic_ERMS_arctic_a0021,Spanish,,It fairly clubbed me into recognizing it,it fairly clapped me into recognizing it.,it failed to clap me into recognizing it.,True,0.14285714285714285,0.42857142857142855
l2arctic_ERMS_arctic_a0023,Spanish,,A combination of Canadian capital quickly organized and petitioned for the same privileges,"a combination of Canadian capital, quickly organized and petitioned for the same privileges.","a combination of Canadian capital, quickly organized and petitioned for the same privileges.",False,0.0,0.0
l2arctic_ERMS_arctic_a0024,Spanish,,It was my reports from the north which chiefly induced people to buy,It was my reports from the Nord which chiefly induced people to buy.,It was my reports from the north which chiefly induced people to buy.,True,0.07692307692307693,0.0
l2arctic_ERMS_arctic_a0027,Spanish,,To my surprise he began to show actual enthusiasm in my favor,"To my surprise, he began to show actual enthusiasm in my favor.","To my surprise, he began to show actual enthusiasm in my favor.",False,0.0,0.0
l2arctic_ERMS_arctic_a0029,Spanish,,Their forces were already moving into the north country,their forces were already moving into the North Country.,their forces were already moving into the North Country.,False,0.0,0.0
l2arctic_ERMS_arctic_a0031,Spanish,,They were three hundred yards apart,they were 300 yards apart.,they were 300 yards apart.,False,0.3333333333333333,0.3333333333333333
l2arctic_ERMS_arctic_a0032,Spanish,,Since then some mysterious force has been fighting us at every step,"Since then, some mysterious force has been fighting us at every step.","Since then, some mysterious force has been fighting us at every step.",False,0.0,0.0
l2arctic_ERMS_arctic_a0036,Spanish,,She turned in at the hotel,She turned in at the hotel.,she turned in at the hotel,True,0.0,0.0
l2arctic_ERMS_arctic_a0037,Spanish,,I was the only one who remained sitting,I was the only one who remained sitting.,I was the only one who remained sitting.,False,0.0,0.0
l2arctic_ERMS_arctic_a0039,Spanish,,The ship should be in within a week or ten days,the ship should be within a week or 10 days.,the ship should be within a week or 10 days.,False,0.18181818181818182,0.18181818181818182
l2arctic_ERMS_arctic_a0040,Spanish,,I suppose you wonder why she is coming up here,I suppose you wonder why she's coming up here.,I suppose you wonder why she's coming up here.,False,0.2,0.2
l2arctic_ERMS_arctic_a0041,Spanish,,Meanwhile I'll go out to breathe a spell,meanwhile i will go out and breathe a spell,"Meanwhile, I'll go out and breathe a spell",True,0.375,0.125
l2arctic_ERMS_arctic_a0042,Spanish,,How could he explain his possession of the sketch,How could he explain his possessions of this sketch?,How could he explain his possessions of this sketch?,False,0.2222222222222222,0.2222222222222222
l2arctic_ERMS_arctic_a0047,Spanish,,Close beside him gleamed the white fangs of the wolf dog,Clothes beside him gleam the white fangs of the wolf dog.,close beside him gleamed the white fangs of the wolf-dog.,True,0.18181818181818182,0.0
l2arctic_ERMS_arctic_a0048,Spanish,,He looked at the handkerchief more closely,he looked at the hunter chief more closely.,he looked at the hunter chief more closely.,False,0.2857142857142857,0.2857142857142857
l2arctic_ERMS_arctic_a0051,Spanish,,The lace was of a delicate ivory color faintly tinted with yellow,The lace was a delicate ivory color faintly tinted with yellow.,"The lace was a delicate ivory color, faintly tinted with yellow",True,0.08333333333333333,0.08333333333333333
l2arctic_ERMS_arctic_a0052,Spanish,,It was a curious coincidence,It was a curious coincidence.,It was a curious coincidence.,False,0.0,0.0
l2arctic_ERMS_arctic_a0058,Spanish,,I came for information more out of curiosity than anything else,I came for information more out of curiosity than anything else.,I came for information more out of curiosity than anything else.,False,0.0,0.0
l2arctic_ERMS_arctic_a0059,Spanish,,His immaculate appearance was gone,his immaculate appearance was gone.,his immaculate appearance was gone,True,0.0,0.0
l2arctic_ERMS_arctic_a0063,Spanish,,Yes it was a man who asked a stranger,"Yes, it was a man who asked a stranger.","Yes, it was a man who asked a stranger.",False,0.0,0.0
l2arctic_ERMS_arctic_a0064,Spanish,,The fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments.,the fourth and fifth days passed without any developments.,False,0.0,0.0
l2arctic_ERMS_arctic_a0065,Spanish,,They closed now until his fingers were like cords of steel,They close now until the swing of well-liked cords of steel.,They close now until the swing of well-liked cords of steel.,False,0.5454545454545454,0.5454545454545454
l2arctic_ERMS_arctic_a0071,Spanish,,What was the object of your little sensation,What was the object of your little sensation?,What was the object of your little sensation?,False,0.0,0.0
l2arctic_ERMS_arctic_a0073,Spanish,,The promoter's eyes were heavy with little puffy bags under them,The promoter's eyes were heavy with little puffy bags under them.,The promoter's eyes were heavy with little puffy bags under them.,False,0.0,0.0
