utt_id,dataset,condition,op,ref_word,hyp_word,ref_context,ref_sentence,hyp_sentence,approx_time_s,speaker,accent,why_category,annotator_notes,pattern_freq
l2arctic_EBVS_arctic_a0025,l2arctic,offline,insert,,the,,I was about to do this when cooler judgment prevailed,I was about to do this when the courier judgments provide.,2.3,EBVS,Spanish,accent_phoneme,auto-critical,3
l2arctic_HQTV_arctic_a0025,l2arctic,offline,insert,,the,,I was about to do this when cooler judgment prevailed,I was about to do this when the cool adjustment reviled,1.86,HQTV,Vietnamese,hallucination,auto-critical,3
l2arctic_HQTV_arctic_a0053,l2arctic,offline,insert,,hand,,Suddenly his fingers closed tightly over the handkerchief,Suddenly his finger closed tightly over the hand cover shape.,2.98,HQTV,Vietnamese,accent_phoneme,auto-critical,3
l2arctic_ABA_arctic_a0008,l2arctic,offline,substitute,gad,god,[gad] your letter came,Gad your letter came just in time,"God, your letter came just in time.",0.0,ABA,Arabic,model_lexical,auto-critical,3
l2arctic_BWC_arctic_a0008,l2arctic,offline,substitute,gad,god,[gad] your letter came,Gad your letter came just in time,"God, your letter came just in time.",0.0,BWC,Mandarin,accent_phoneme,auto-critical,3
l2arctic_EBVS_arctic_a0008,l2arctic,offline,substitute,gad,god,[gad] your letter came,Gad your letter came just in time,"God, your letter comes just in time.",0.0,EBVS,Spanish,model_lexical,auto-critical,3
l2arctic_ABA_arctic_a0076,l2arctic,offline,substitute,gray,grey,the [gray] eyes faltered the,The gray eyes faltered the flush deepened,The grey eyes filtered the flash deepened,0.22,ABA,Arabic,normalization,auto-critical,3
l2arctic_ASI_arctic_a0076,l2arctic,offline,substitute,gray,grey,the [gray] eyes faltered the,The gray eyes faltered the flush deepened,"The grey ice faltered, the flush deepened.",0.2,ASI,Hindi,normalization,auto-critical,3
l2arctic_EBVS_arctic_a0076,l2arctic,offline,substitute,gray,grey,the [gray] eyes faltered the,The gray eyes faltered the flush deepened,"The grey is faltered, the flash deepens.",0.16,EBVS,Spanish,normalization,auto-critical,3
l2arctic_BWC_arctic_a0013,l2arctic,offline,substitute,physique,physics,of almost delicate [physique],He was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physics.,4.94,BWC,Mandarin,accent_phoneme,auto-critical,3
l2arctic_EBVS_arctic_a0013,l2arctic,offline,substitute,physique,physics,of almost delicate [physique],He was a head shorter than his companion of almost delicate physique,he was a hit shorter than his companion of almost delicate physics.,4.84,EBVS,Spanish,accent_phoneme,auto-critical,3
l2arctic_HQTV_arctic_a0013,l2arctic,offline,substitute,physique,physics,of almost delicate [physique],He was a head shorter than his companion of almost delicate physique,he was ahead shorter than his companion of almost delicate physics.,6.5,HQTV,Vietnamese,accent_phoneme,auto-critical,3
l2arctic_BWC_arctic_a0023,l2arctic,offline,substitute,privileges,privilege,for the same [privileges],A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of Canadian capital quickly organized and petitioned for the same privilege.,6.96,BWC,Mandarin,accent_phoneme,auto-critical,3
l2arctic_EBVS_arctic_a0023,l2arctic,offline,substitute,privileges,privilege,for the same [privileges],A combination of capital quickly organized and petitioned for the same privileges,a combination of capital quickly organized and petitioned for the same privilege.,6.9,EBVS,Spanish,model_lexical,auto-critical,3
l2arctic_HQTV_arctic_a0023,l2arctic,offline,substitute,privileges,privilege,for the same [privileges],A combination of Canadian capital quickly organized and petitioned for the same privileges,"a combination of Canadians, capital weekly, organized and petitioned for the same privilege.",6.12,HQTV,Vietnamese,accent_phoneme,auto-critical,3
l2arctic_ASI_arctic_a0024,l2arctic,offline,substitute,reports,report,it was my [reports] from the north,It was my reports from the north which chiefly induced people to buy,It was my report from the north which chiefly induced people to buy.,0.52,ASI,Hindi,accent_phoneme,auto-critical,3
l2arctic_EBVS_arctic_a0024,l2arctic,offline,substitute,reports,report,it was my [reports] from the north,It was my reports from the north which chiefly induced people to buy,It was my report from the north which chiefly induced people to buy.,0.62,EBVS,Spanish,model_lexical,auto-critical,3
l2arctic_HQTV_arctic_a0024,l2arctic,offline,substitute,reports,report,it was my [reports] from the north,It was my reports from the north which chiefly induced people to buy,"This was my report from the North, which sharply induced people to buy.",0.68,HQTV,Vietnamese,model_lexical,auto-critical,3
l2arctic_ABA_arctic_a0036,l2arctic,offline,insert,,it,,She turned in at the hotel,She turned it in at the hotel.,0.58,ABA,Arabic,hallucination,auto-critical,2
l2arctic_EBVS_arctic_a0045,l2arctic,offline,insert,,it,,He moved away as quickly as he had come,He moved it away as quickly as he had come.,0.38,EBVS,Spanish,accent_phoneme,auto-critical,2
l2arctic_EBVS_arctic_a0048,l2arctic,offline,insert,,hungry,,He looked at the handkerchief more closely,He looked at the hungry chief more closely.,0.76,EBVS,Spanish,accent_phoneme,auto-critical,2
l2arctic_EBVS_arctic_a0053,l2arctic,offline,insert,,hungry,,Suddenly his fingers closed tightly over the handkerchief,"Suddenly, his fingers closed tightly over the hungry chief.",3.18,EBVS,Spanish,hallucination,auto-critical,2
l2arctic_BWC_arctic_a0019,l2arctic,offline,substitute,chances,chance,railroad looking for [chances],I followed the line of the proposed railroad looking for chances,I followed the line of the proper railroad looking for chance.,5.22,BWC,Mandarin,accent_phoneme,auto-critical,2
l2arctic_EBVS_arctic_a0019,l2arctic,offline,substitute,chances,chance,railroad looking for [chances],I followed the line of the proposed railroad looking for chances,I followed the line of the proposed railroad looking for chance.,4.66,EBVS,Spanish,model_lexical,auto-critical,2
l2arctic_BWC_arctic_a0047,l2arctic,offline,substitute,close,clothes,[close] beside him gleamed,Close beside him gleamed the white fangs of the wolf dog,Clothes beside him gleamed the white front of the wolf dog.,0.0,BWC,Mandarin,model_lexical,auto-critical,2
l2arctic_HQTV_arctic_a0047,l2arctic,offline,substitute,close,clothes,[close] beside him gleamed,Close beside him gleamed the white fangs of the wolf dog,Clothes beside him claimed the white fangs of the wolf dog.,0.0,HQTV,Vietnamese,model_lexical,auto-critical,2
l2arctic_BWC_arctic_a0053,l2arctic,offline,substitute,closed,close,suddenly his fingers [closed] tightly over the,Suddenly his fingers closed tightly over the handkerchief,"Shadowly, his fingers close tightly over the handkerchief.",1.96,BWC,Mandarin,accent_phoneme,auto-critical,2
l2arctic_BWC_arctic_a0065,l2arctic,offline,substitute,closed,close,they [closed] now until his,They closed now until his fingers were like cords of steel,Stay close now until his fingers were little cord of steel.,0.2,BWC,Mandarin,accent_phoneme,auto-critical,2
l2arctic_EBVS_arctic_a0076,l2arctic,offline,substitute,deepened,deepens,faltered the flush [deepened],The gray eyes faltered the flush deepened,"The grey is faltered, the flash deepens.",2.42,EBVS,Spanish,model_lexical,auto-critical,2
l2arctic_HQTV_arctic_a0076,l2arctic,offline,substitute,deepened,deepens,faltered the flush [deepened],The gray eyes faltered the flush deepened,The gray eyes fondle the flush deepens.,2.42,HQTV,Vietnamese,accent_phoneme,auto-critical,2
l2arctic_ABA_arctic_a0076,l2arctic,offline,substitute,faltered,filtered,the gray eyes [faltered] the flush deepened,The gray eyes faltered the flush deepened,The grey eyes filtered the flash deepened,0.86,ABA,Arabic,model_lexical,auto-critical,2
l2arctic_BWC_arctic_a0076,l2arctic,offline,substitute,faltered,filtered,the gray eyes [faltered] the flush deepened,The gray eyes faltered the flush deepened,"the grid as filtered, the flow deepened.",0.86,BWC,Mandarin,accent_phoneme,auto-critical,2
l2arctic_ABA_arctic_a0064,l2arctic,offline,substitute,fifth,5th,the fourth and [fifth] days passed without,The fourth and fifth days passed without any developments,the 4th and 5th days passed without any developments.,1.0,ABA,Arabic,normalization,auto-critical,2
l2arctic_ASI_arctic_a0064,l2arctic,offline,substitute,fifth,5th,the fourth and [fifth] days passed without,The fourth and fifth days passed without any developments,The 4th and 5th days passed without any developments.,0.6,ASI,Hindi,normalization,auto-critical,2
l2arctic_ABA_arctic_a0076,l2arctic,offline,substitute,flush,flash,eyes faltered the [flush] deepened,The gray eyes faltered the flush deepened,The grey eyes filtered the flash deepened,2.7,ABA,Arabic,model_lexical,auto-critical,2
l2arctic_EBVS_arctic_a0076,l2arctic,offline,substitute,flush,flash,eyes faltered the [flush] deepened,The gray eyes faltered the flush deepened,"The grey is faltered, the flash deepens.",2.1,EBVS,Spanish,model_lexical,auto-critical,2
l2arctic_ABA_arctic_a0064,l2arctic,offline,substitute,fourth,4th,the [fourth] and fifth days,The fourth and fifth days passed without any developments,the 4th and 5th days passed without any developments.,0.22,ABA,Arabic,normalization,auto-critical,2
l2arctic_ASI_arctic_a0064,l2arctic,offline,substitute,fourth,4th,the [fourth] and fifth days,The fourth and fifth days passed without any developments,The 4th and 5th days passed without any developments.,0.18,ASI,Hindi,normalization,auto-critical,2
l2arctic_ABA_arctic_a0020,l2arctic,offline,substitute,grew,grow,balls and cities [grew] to be only,Clubs and balls and cities grew to be only memories,clubs and pools and cities grow to be only memories.,1.94,ABA,Arabic,model_lexical,auto-critical,2
l2arctic_EBVS_arctic_a0020,l2arctic,offline,substitute,grew,grow,balls and cities [grew] to be only,Clubs and balls and cities grew to be only memories,Clubs and boards and cities grow to be only memories.,1.24,EBVS,Spanish,accent_phoneme,auto-critical,2
l2arctic_EBVS_arctic_a0048,l2arctic,offline,substitute,handkerchief,chief,looked at the [handkerchief] more closely,He looked at the handkerchief more closely,He looked at the hungry chief more closely.,1.02,EBVS,Spanish,accent_phoneme,auto-critical,2
l2arctic_EBVS_arctic_a0053,l2arctic,offline,substitute,handkerchief,chief,tightly over the [handkerchief],Suddenly his fingers closed tightly over the handkerchief,"Suddenly, his fingers closed tightly over the hungry chief.",3.52,EBVS,Spanish,accent_phoneme,auto-critical,2
l2arctic_ABA_arctic_a0013,l2arctic,offline,substitute,head,hit,he was a [head] shorter than his,He was a head shorter than his companion of almost delicate physique,he was a hit shorter than his companion of almost delicate physique.,0.68,ABA,Arabic,model_lexical,auto-critical,2
l2arctic_EBVS_arctic_a0013,l2arctic,offline,substitute,head,hit,he was a [head] shorter than his,He was a head shorter than his companion of almost delicate physique,he was a hit shorter than his companion of almost delicate physics.,0.68,EBVS,Spanish,accent_phoneme,auto-critical,2
l2arctic_HJK_arctic_a0006,l2arctic,offline,substitute,i'll,will,em i hope [i'll] go on seeing,God bless 'em I hope I'll go on seeing them forever,God bless them. I hope I will go on seeing them forever.,1.68,HJK,Korean,model_lexical,auto-critical,2
l2arctic_HJK_arctic_a0041,l2arctic,offline,substitute,i'll,will,meanwhile [i'll] go out to,Meanwhile I'll go out to breathe a spell,"Meanwhile, I will go out to breathe a spell.",1.0,HJK,Korean,model_lexical,auto-critical,2
l2arctic_ABA_arctic_a0010,l2arctic,offline,substitute,i'm,am,[i'm] playing a single,I'm playing a single hand in what looks like a losing game,I am playing a single hand in what looks like a losing game.,0.26,ABA,Arabic,model_lexical,auto-critical,2
l2arctic_ASI_arctic_a0010,l2arctic,offline,substitute,i'm,am,[i'm] playing a single,I'm playing a single hand in what looks like a losing game,I am playing a single hand in what looks like a losing game.,0.2,ASI,Hindi,accent_phoneme,auto-critical,2
l2arctic_ABA_arctic_a0042,l2arctic,offline,substitute,possession,position,he explain his [possession] of the sketch,How could he explain his possession of the sketch,How could he explain his position of the sketch?,1.96,ABA,Arabic,model_lexical,auto-critical,2
l2arctic_EBVS_arctic_a0042,l2arctic,offline,substitute,possession,position,he explain his [possession] of the sketch,How could he explain his possession of the sketch,How could he explain his position of the sketch?,1.74,EBVS,Spanish,accent_phoneme,auto-critical,2
l2arctic_ABA_arctic_a0028,l2arctic,offline,substitute,robbery,rubbery,[robbery] bribery fraud,Robbery bribery fraud,"rubbery, bribery, fraud",0.0,ABA,Arabic,model_lexical,auto-critical,2
l2arctic_HQTV_arctic_a0028,l2arctic,offline,substitute,robbery,rubbery,[robbery] bribery fraud,Robbery bribery fraud,"rubbery, grippery froth.",0.0,HQTV,Vietnamese,model_lexical,auto-critical,2
l2arctic_BWC_arctic_a0062,l2arctic,offline,substitute,stared,started,the men [stared] into each other's,The men stared into each other's face,the men started into each other's face.,0.32,BWC,Mandarin,model_lexical,auto-critical,2
l2arctic_EBVS_arctic_a0062,l2arctic,offline,substitute,stared,started,the men [stared] into each other's,The men stared into each other's face,The men started into each other's face.,0.34,EBVS,Spanish,model_lexical,auto-critical,2
l2arctic_BWC_arctic_a0026,l2arctic,offline,substitute,would,will,me that there [would] have to be,It occurred to me that there would have to be an accounting,It occurred to me that there will have to be an accounting.,2.3,BWC,Mandarin,model_lexical,auto-critical,2
l2arctic_EBVS_arctic_a0026,l2arctic,offline,substitute,would,will,me that there [would] have to be,It occurred to me that there would have to be an accounting,It occurred to me that there will have to be an accounting.,1.66,EBVS,Spanish,model_lexical,auto-critical,2
l2arctic_HQTV_arctic_a0052,l2arctic,offline,delete,a,,it was [a] curious coincidence,It was a curious coincidence,I was curious coincidence.,0.0,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_HQTV_arctic_a0036,l2arctic,offline,delete,at,,she turned in [at] the hotel,She turned in at the hotel,She turned into the hotel.,0.6,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_HQTV_arctic_a0067,l2arctic,offline,delete,cried,,excuse you she [cried],Surely I will excuse you she cried,Surely I will excuse your secret,1.8,HQTV,Vietnamese,accent_phoneme,auto-critical,1
l2arctic_HQTV_arctic_a0013,l2arctic,offline,delete,head,,he was a [head] shorter than his,He was a head shorter than his companion of almost delicate physique,he was ahead shorter than his companion of almost delicate physics.,0.54,HQTV,Vietnamese,deletion_other,auto-critical,1
l2arctic_EBVS_arctic_a0036,l2arctic,offline,delete,hotel,,in at the [hotel],She turned in at the hotel,she turned in a hotter.,1.4,EBVS,Spanish,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0040,l2arctic,offline,delete,is,,wonder why she [is] coming up here,I suppose you wonder why she is coming up here,I suppose you wonder why she's coming up here.,1.8,BWC,Mandarin,deletion_other,auto-critical,1
l2arctic_BWC_arctic_a0051,l2arctic,offline,delete,of,,the lace was [of] a delicate ivory,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",0.18,BWC,Mandarin,accent_phoneme,auto-critical,1
l2arctic_ABA_arctic_a0041,l2arctic,offline,delete,spell,,to breathe a [spell],Meanwhile I'll go out to breathe a spell,"Meanwhile, I'll go out to breathe sperm.",2.14,ABA,Arabic,accent_phoneme,auto-critical,1
l2arctic_HQTV_arctic_a0019,l2arctic,offline,delete,the,,the line of [the] proposed railroad looking,I followed the line of the proposed railroad looking for chances,I followed the line of proposed railroad looking for change,0.0,HQTV,Vietnamese,deletion_other,auto-critical,1
l2arctic_ABA_arctic_a0060,l2arctic,offline,insert,,in,,Anyway no one saw her like that,"In a way, no one saw hair like that.",0.0,ABA,Arabic,hallucination,auto-critical,1
l2arctic_ABA_arctic_a0073,l2arctic,offline,insert,,brew,,The promoter's eyes were heavy with little puffy bags under them,The brew meter's eyes were heavy with little puffy pugs under them.,0.3,ABA,Arabic,accent_phoneme,auto-critical,1
l2arctic_ASI_arctic_a0007,l2arctic,offline,insert,,will,,And you always want to see it in the superlative degree,and you will always want to see it in the superlative degree.,0.36,ASI,Hindi,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0021,l2arctic,offline,insert,,re,,It fairly clubbed me into recognizing it,it fairly re -clapped me into recognizing it.,0.98,BWC,Mandarin,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0036,l2arctic,offline,insert,,and,,She turned in at the hotel,She turned in and at the hotel.,1.16,BWC,Mandarin,accent_phoneme,auto-critical,1
l2arctic_BWC_arctic_a0048,l2arctic,offline,insert,,hanker,,He looked at the handkerchief more closely,he looked at the hanker shift more closely.,1.24,BWC,Mandarin,hallucination,auto-critical,1
l2arctic_BWC_arctic_a0051,l2arctic,offline,insert,,face,,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",6.66,BWC,Mandarin,hallucination,auto-critical,1
l2arctic_BWC_arctic_a0051,l2arctic,offline,insert,,was,,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",6.66,BWC,Mandarin,hallucination,auto-critical,1
l2arctic_BWC_arctic_a0051,l2arctic,offline,insert,,not,,The lace was of a delicate ivory color faintly tinted with yellow,"The face was a delicate emerald color, faintly tinted with yellow. The face was a delicate emerald color, not a delicate emerald color, but a delicate emerald color.",6.68,BWC,Mandarin,hallucination,auto-critical,1
