utt_id,accent,cefr,ref,baseline_hyp,adapted_hyp,changed,wer_baseline,wer_adapted
l2arctic_ABA_arctic_a0046,Arabic,,The girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,False,0.0,0.0
l2arctic_ABA_arctic_a0047,Arabic,,Close beside him gleamed the white fangs of the wolf dog,close beside him gleamed the white fangs of the wolf dok,close beside him gleamed the white fangs of the wolf dog,True,0.09090909090909091,0.0
l2arctic_ABA_arctic_a0048,Arabic,,He looked at the handkerchief more closely,he looked at the handkerchief more closely,he looked at the handkerchief more closely,False,0.0,0.0
l2arctic_ABA_arctic_a0052,Arabic,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_ABA_arctic_a0053,Arabic,,Suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,False,0.0,0.0
l2arctic_ABA_arctic_a0054,Arabic,,There was nothing on the rock,there was nothing on the rock,there was nothing on the rock,False,0.0,0.0
l2arctic_ABA_arctic_a0058,Arabic,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_ABA_arctic_a0059,Arabic,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_ABA_arctic_a0060,Arabic,,Anyway no one saw her like that,in a way no one saw her like that,in a way no one saw her like that,False,0.42857142857142855,0.42857142857142855
l2arctic_ABA_arctic_a0062,Arabic,,The men stared into each other's face,the men stared into each other's face,the men stared into each other's faces,True,0.0,0.14285714285714285
l2arctic_ABA_arctic_a0064,Arabic,,The fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,False,0.0,0.0
l2arctic_ABA_arctic_a0067,Arabic,,Surely I will excuse you she cried,surely i wiln't excuse you she cried,surely i win't excuse you she cried,True,0.14285714285714285,0.14285714285714285
l2arctic_ABA_arctic_a0071,Arabic,,What was the object of your little sensation,what was the object of your little sensation,what was the object of your little sensation,False,0.0,0.0
l2arctic_ABA_arctic_a0075,Arabic,,There has been a change she interrupted him,there has been a change she interrupted him,there has been a change she interrupted him,False,0.0,0.0
l2arctic_ASI_arctic_a0003,Hindi,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_ASI_arctic_a0005,Hindi,,Will we ever forget it,will we ever forget it,will we ever forget it,False,0.0,0.0
l2arctic_ASI_arctic_a0007,Hindi,,And you always want to see it in the superlative degree,and you will always want to see it in the superlative degree,and you will always want to see it in the superlative degree,False,0.09090909090909091,0.09090909090909091
l2arctic_ASI_arctic_a0008,Hindi,,Gad your letter came just in time,gad your letter came just in time,gad your letter came just in time,False,0.0,0.0
l2arctic_ASI_arctic_a0010,Hindi,,I'm playing a single hand in what looks like a losing game,i am playing a single hand in what looks like a losing game,i am playing a single hand in what looks like a losing game,False,0.16666666666666666,0.16666666666666666
l2arctic_ASI_arctic_a0013,Hindi,,He was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,False,0.0,0.0
l2arctic_ASI_arctic_a0021,Hindi,,It fairly clubbed me into recognizing it,it fairly clubbed me into recognizing it,it fairly clubbed me into recognizing it,False,0.0,0.0
l2arctic_ASI_arctic_a0023,Hindi,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and partitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,True,0.07692307692307693,0.0
l2arctic_ASI_arctic_a0024,Hindi,,It was my reports from the north which chiefly induced people to buy,it was my report from the north which chiefly induced people to buy,it was my report from the north which chiefly induced people to buy,False,0.07692307692307693,0.07692307692307693
l2arctic_ASI_arctic_a0025,Hindi,,I was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,False,0.0,0.0
l2arctic_ASI_arctic_a0026,Hindi,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,False,0.0,0.0
l2arctic_ASI_arctic_a0027,Hindi,,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,False,0.0,0.0
l2arctic_ASI_arctic_a0028,Hindi,,Robbery bribery fraud,robbery bribery fraud,robbery bribery fraud,False,0.0,0.0
l2arctic_ASI_arctic_a0029,Hindi,,Their forces were already moving into the north country,their forces were already moving into the north country,their forces were already moving into the north country,False,0.0,0.0
l2arctic_ASI_arctic_a0030,Hindi,,I had faith in them,i had faith in them,i had faith in them,False,0.0,0.0
l2arctic_ASI_arctic_a0031,Hindi,,They were three hundred yards apart,they were three hundred yards apart,they were three hundred yards apart,False,0.0,0.0
l2arctic_ASI_arctic_a0032,Hindi,,Since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,False,0.0,0.0
l2arctic_ASI_arctic_a0037,Hindi,,I was the only one who remained sitting,i was the only one who remained sitting,i was the only one who remained sitting,False,0.0,0.0
l2arctic_ASI_arctic_a0038,Hindi,,We'll have to watch our chances,we'll have to watch our chances,we'll have to watch our chances,False,0.0,0.0
l2arctic_ASI_arctic_a0039,Hindi,,The ship should be in within a week or ten days,the ship should be in within a week or ten days,the ship should be in within a week or ten days,False,0.0,0.0
l2arctic_ASI_arctic_a0040,Hindi,,I suppose you wonder why she is coming up here,i suppose you wonder why she is coming up here,i suppose you wonder why she is coming up here,False,0.0,0.0
l2arctic_ASI_arctic_a0046,Hindi,,The girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,False,0.0,0.0
l2arctic_ASI_arctic_a0047,Hindi,,Close beside him gleamed the white fangs of the wolf dog,close beside him gleamed the white fangs of the wolf dog,close beside him gleamed the white fangs of the wolf dog,False,0.0,0.0
l2arctic_ASI_arctic_a0048,Hindi,,He looked at the handkerchief more closely,he looked at the handkerchief more closely,he looked at the handkerchief more closely,False,0.0,0.0
l2arctic_ASI_arctic_a0051,Hindi,,The lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,False,0.0,0.0
l2arctic_ASI_arctic_a0053,Hindi,,Suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,False,0.0,0.0
l2arctic_ASI_arctic_a0054,Hindi,,There was nothing on the rock,there was nothing on the rock,there was nothing on the rock,False,0.0,0.0
l2arctic_ASI_arctic_a0059,Hindi,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_ASI_arctic_a0063,Hindi,,Yes it was a man who asked a stranger,yes it was a man who asked a stranger,yes it was a man who asked a stranger,False,0.0,0.0
l2arctic_ASI_arctic_a0064,Hindi,,The fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,False,0.0,0.0
l2arctic_ASI_arctic_a0065,Hindi,,They closed now until his fingers were like cords of steel,they closed now until his fingers were like cords of steel,they closed now until his fingers were like cords of steel,False,0.0,0.0
l2arctic_ASI_arctic_a0071,Hindi,,What was the object of your little sensation,what was the object of your little sensation,what was the object of your little sensation,False,0.0,0.0
l2arctic_ASI_arctic_a0073,Hindi,,The promoter's eyes were heavy with little puffy bags under them,the promoter's eyes were heavy with little puffy bags under them,the promoter's eyes were heavy with little puffy bags under them,False,0.0,0.0
l2arctic_ASI_arctic_a0075,Hindi,,There has been a change she interrupted him,there has been a change she interrupted him,there has been a change she interrupted him,False,0.0,0.0
l2arctic_ASI_arctic_a0076,Hindi,,The gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,False,0.0,0.0
l2arctic_BWC_arctic_a0006,Mandarin,,God bless 'em I hope I will go on seeing them forever,god bless them i hope i will go on seeing them forever,god bless them i hope i will go on seeing them forever,False,0.08333333333333333,0.08333333333333333
l2arctic_BWC_arctic_a0010,Mandarin,,I'm playing a single hand in what looks like a losing game,and playing a single hand in what looks like a lossing game,and playing a single hand in what looks like a losing game,True,0.16666666666666666,0.08333333333333333
l2arctic_BWC_arctic_a0011,Mandarin,,If I ever needed a fighter in my life I need one now,if i ever needed a fighter in my life any one now,if i ever needed a fighter in my life any one now,False,0.15384615384615385,0.15384615384615385
l2arctic_BWC_arctic_a0018,Mandarin,,There was a change now,there was a change now,there was a change now,False,0.0,0.0
l2arctic_BWC_arctic_a0020,Mandarin,,Clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,False,0.0,0.0
l2arctic_BWC_arctic_a0024,Mandarin,,It was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induced people to buy,False,0.0,0.0
l2arctic_BWC_arctic_a0028,Mandarin,,Robbery bribery fraud,robbery bribery fraud,robbery bribery fraud,False,0.0,0.0
l2arctic_BWC_arctic_a0032,Mandarin,,Since then some mysterious force has been fighting us at every step,since then some mysteriar force has been fighting us at every step,since then some mysterial force has been fighting us at every step,True,0.08333333333333333,0.08333333333333333
l2arctic_BWC_arctic_a0036,Mandarin,,She turned in at the hotel,she turned in and at a hotel,she turned in and at a hotel,False,0.3333333333333333,0.3333333333333333
l2arctic_BWC_arctic_a0037,Mandarin,,I was the only one who remained sitting,i was the only one who reminded sitting,i was the only one who reminded sitting,False,0.125,0.125
l2arctic_BWC_arctic_a0039,Mandarin,,The ship should be in within a week or ten days,the sheep should be eten within a week or ten days,the sheep should be eaten within a week or ten days,True,0.18181818181818182,0.18181818181818182
l2arctic_BWC_arctic_a0042,Mandarin,,How could he explain his possession of the sketch,how would she explain his procession of thusgage,how would she explain his procession of thus gage,True,0.5555555555555556,0.5555555555555556
l2arctic_BWC_arctic_a0045,Mandarin,,He moved away as quietly as he had come,he moved away as quickly as he had come,he moved away as quickly as he had come,False,0.1111111111111111,0.1111111111111111
l2arctic_BWC_arctic_a0047,Mandarin,,Close beside him gleamed the white fangs of the wolf dog,close beside him gleamed the white frong of the wolf dog,close beside him gleamed the white frong of the wolf dog,False,0.09090909090909091,0.09090909090909091
l2arctic_BWC_arctic_a0051,Mandarin,,The lace was of a delicate ivory color faintly tinted with yellow,the face was a delicate emal color faintly tinged with yellow,the face was a delicate mal color faintly tinged with yellow,True,0.3333333333333333,0.3333333333333333
l2arctic_BWC_arctic_a0052,Mandarin,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_BWC_arctic_a0053,Mandarin,,Suddenly his fingers closed tightly over the handkerchief,shallowly his fingers closed tightly over the handkerchief,shallily his fingers closed tightly over the handkerchief,True,0.125,0.125
l2arctic_BWC_arctic_a0060,Mandarin,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_BWC_arctic_a0063,Mandarin,,Yes it was a man who asked a stranger,yes it was the man who asked a stranger,yes it was the man who asked a stranger,False,0.1111111111111111,0.1111111111111111
l2arctic_BWC_arctic_a0064,Mandarin,,The fourth and fifth days passed without any developments,the fourth and fifty days passed without any developments,the fourth and fifty days passed without any developments,False,0.1111111111111111,0.1111111111111111
l2arctic_BWC_arctic_a0065,Mandarin,,They closed now until his fingers were like cords of steel,they closed now and tho his fingers wa little card of steel,they closed now and tho his fingers a little card of steel,True,0.45454545454545453,0.45454545454545453
l2arctic_BWC_arctic_a0071,Mandarin,,What was the object of your little sensation,what was the object of your little sensation,what was the object of your little sensation,False,0.0,0.0
l2arctic_BWC_arctic_a0073,Mandarin,,The promoter's eyes were heavy with little puffy bags under them,the palmeter's eyes were heavy with little puffed bags under them,the parmeters eyes were heavy with little puffed bags under them,True,0.18181818181818182,0.18181818181818182
l2arctic_BWC_arctic_a0075,Mandarin,,There has been a change she interrupted him,there has been a change she interrupted him,there has been a change she interrupted him,False,0.0,0.0
l2arctic_BWC_arctic_a0076,Mandarin,,The gray eyes faltered the flush deepened,the gree ase feltered the fluw deepened,the gree ase feltered the flow deepened,True,0.5714285714285714,0.5714285714285714
l2arctic_EBVS_arctic_a0003,Spanish,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_EBVS_arctic_a0005,Spanish,,Will we ever forget it,will we ever forget it,will we ever forget it,False,0.0,0.0
l2arctic_EBVS_arctic_a0008,Spanish,,Gad your letter came just in time,got your letter come just in time,got your letter come just in time,False,0.2857142857142857,0.2857142857142857
l2arctic_EBVS_arctic_a0011,Spanish,,If I ever needed a fighter in my life I need one now,if i ever needed a fighter in my life i needed one now,if i ever needed a fighter in my life i needed one now,False,0.07692307692307693,0.07692307692307693
l2arctic_EBVS_arctic_a0013,Spanish,,He was a head shorter than his companion of almost delicate physique,he was a hit shorter than his companion of almost delicate physic,he was a bit shorter than his companion of almost delicate physic,True,0.16666666666666666,0.16666666666666666
l2arctic_EBVS_arctic_a0018,Spanish,,There was a change now,there was a change now,there was a change now,False,0.0,0.0
l2arctic_EBVS_arctic_a0019,Spanish,,I followed the line of the proposed railroad looking for chances,i followed the line of the proposed railroad looking for chance,i followed the line of the proposed railroad looking for a chance,True,0.09090909090909091,0.18181818181818182
l2arctic_EBVS_arctic_a0020,Spanish,,Clubs and balls and cities grew to be only memories,clubs and balls and cities grow to be only memories,clubs and balls and cities grow to be only memories,False,0.1,0.1
l2arctic_EBVS_arctic_a0021,Spanish,,It fairly clubbed me into recognizing it,it's fairly club with me to recognize it,it's fairly club with me to recognize it,False,0.7142857142857143,0.7142857142857143
l2arctic_EBVS_arctic_a0022,Spanish,,Hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,False,0.0,0.0
l2arctic_EBVS_arctic_a0026,Spanish,,It occurred to me that there would have to be an accounting,it occurred to me that there would have to be acounting,it occurred to me that there would have to be a counting,True,0.16666666666666666,0.16666666666666666
l2arctic_EBVS_arctic_a0027,Spanish,,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actoil entusiance in my favor,to my surprise he began to show artoal entusiance in my favor,True,0.16666666666666666,0.16666666666666666
l2arctic_EBVS_arctic_a0028,Spanish,,Robbery bribery fraud,robbery bribery fraut,robbery bribery fraud,True,0.3333333333333333,0.0
l2arctic_EBVS_arctic_a0029,Spanish,,Their forces were already moving into the north country,their forces were already moving into the north country,their forces were already moving into the north country,False,0.0,0.0
l2arctic_EBVS_arctic_a0030,Spanish,,I had faith in them,i had fate in them,i had fate in them,False,0.2,0.2
l2arctic_EBVS_arctic_a0031,Spanish,,They were three hundred yards apart,they were three hundred yards apart,they were three hundred yards apart,False,0.0,0.0
l2arctic_EBVS_arctic_a0036,Spanish,,She turned in at the hotel,she turned it in a hotter,she turned it in a hotter,False,0.6666666666666666,0.6666666666666666
l2arctic_EBVS_arctic_a0037,Spanish,,I was the only one who remained sitting,i was the only one who remained sitting,i was the only one who remained sitting,False,0.0,0.0
l2arctic_EBVS_arctic_a0039,Spanish,,The ship should be in within a week or ten days,the ship should be within a week or ten days,the ship should be within a week or ten days,False,0.09090909090909091,0.09090909090909091
l2arctic_EBVS_arctic_a0041,Spanish,,Meanwhile I'll go out to breathe a spell,meanwhile i'll go out to breathe a spell,meanwhile i'll go out to breathe a spell,False,0.0,0.0
l2arctic_EBVS_arctic_a0042,Spanish,,How could he explain his possession of the sketch,how could he explain his position of the sketch,how could he explain his position of the sketch,False,0.1111111111111111,0.1111111111111111
l2arctic_EBVS_arctic_a0045,Spanish,,He moved away as quickly as he had come,he moved away as quickly as he had come,he moved away as quickly as he had come,False,0.0,0.0
l2arctic_EBVS_arctic_a0046,Spanish,,The girl faced him her eyes shining with sudden fear,dhe gir faced at him her eyes shining with sudhen fear,de gir faced at him her eyes shining with suthen fear,True,0.4,0.4
l2arctic_EBVS_arctic_a0047,Spanish,,Close beside him gleamed the white fangs of the wolf dog,close beside him glimmered the white fangs of the wharf dog,close beside him glimmered the white fangs of the wharf dog,False,0.18181818181818182,0.18181818181818182
l2arctic_EBVS_arctic_a0051,Spanish,,The lace was of a delicate ivory color faintly tinted with yellow,the lade was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,True,0.08333333333333333,0.0
l2arctic_EBVS_arctic_a0052,Spanish,,It was a curious coincidence,it was her curious concident,it was her curious concident,False,0.4,0.4
l2arctic_EBVS_arctic_a0053,Spanish,,Suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,False,0.0,0.0
l2arctic_EBVS_arctic_a0058,Spanish,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_EBVS_arctic_a0060,Spanish,,Anyway no one saw her like that,anyway no one saw her like that,anyway no one saw her like that,False,0.0,0.0
l2arctic_EBVS_arctic_a0063,Spanish,,Yes it was a man who asked a stranger,yes it was the man who asked it a stranger,yes it was the man who asked it a stranger,False,0.2222222222222222,0.2222222222222222
l2arctic_EBVS_arctic_a0067,Spanish,,Surely I will excuse you she cried,thoroughly i will excuse you she cried,thoroughly i will excuse you she cried,False,0.14285714285714285,0.14285714285714285
l2arctic_EBVS_arctic_a0071,Spanish,,What was the object of your little sensation,what was the object of theur letter's visation,what was the object of theur letter's sisation,True,0.375,0.375
l2arctic_EBVS_arctic_a0075,Spanish,,There has been a change she interrupted him,there has been a change she interrupted him,there has been a change she interrupted him,False,0.0,0.0
l2arctic_EBVS_arctic_a0076,Spanish,,The gray eyes faltered the flush deepened,the gray ae faltereth the flush deepen,the gray eye faltereth the flush deepen,True,0.42857142857142855,0.42857142857142855
l2arctic_ERMS_arctic_a0005,Spanish,,Will we ever forget it,will we ever forget it,will we ever forget it,False,0.0,0.0
l2arctic_ERMS_arctic_a0006,Spanish,,God bless 'em I hope I'll go on seeing them forever,god bless them i hope i will go on seeing them forever,god bless them i hope i will go on seeing them forever,False,0.2727272727272727,0.2727272727272727
l2arctic_ERMS_arctic_a0008,Spanish,,Gad your letter came just in time,god your letter came just in time,got your letter came just in time,True,0.14285714285714285,0.14285714285714285
l2arctic_ERMS_arctic_a0010,Spanish,,I'm playing a single hand in what looks like a losing game,i'm playing a single hand in what it looks like a losing game,i'm playing a single hand in what it looks like a losing game,False,0.08333333333333333,0.08333333333333333
l2arctic_ERMS_arctic_a0013,Spanish,,He was a head shorter than his companion of almost delicate physique,he was ahead shorter than his companion of almost delicate physic,he was a head shorter than his companion of almost delicate physic,True,0.25,0.08333333333333333
l2arctic_ERMS_arctic_a0018,Spanish,,There was a change now,there was a change now,there was a change now,False,0.0,0.0
l2arctic_ERMS_arctic_a0019,Spanish,,I followed the line of the proposed railroad looking for chances,i followed the line of the proposed railroad looking for chances,i followed the line of the proposed railroad looking for chances,False,0.0,0.0
l2arctic_ERMS_arctic_a0020,Spanish,,Clubs and balls and cities grew to be only memories,clubs and balls and siries grew to be only memories,clubs and balls and series grew to be only memories,True,0.1,0.1
l2arctic_ERMS_arctic_a0021,Spanish,,It fairly clubbed me into recognizing it,it fairly clapped me into recognizing it,it fairly clapped me into recognizing it,False,0.14285714285714285,0.14285714285714285
l2arctic_ERMS_arctic_a0023,Spanish,,A combination of Canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,False,0.0,0.0
l2arctic_ERMS_arctic_a0024,Spanish,,It was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induce people to buy,it was my reports from the north which chiefly induced people to buy,True,0.07692307692307693,0.0
l2arctic_ERMS_arctic_a0027,Spanish,,To my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,to my surprise he began to show actual enthusiasm in my favor,False,0.0,0.0
l2arctic_ERMS_arctic_a0029,Spanish,,Their forces were already moving into the north country,their forces were already moving into the north country,their forces were already moving into the north country,False,0.0,0.0
l2arctic_ERMS_arctic_a0031,Spanish,,They were three hundred yards apart,they were three hundred yards apart,they were three hundred yards apart,False,0.0,0.0
l2arctic_ERMS_arctic_a0032,Spanish,,Since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,False,0.0,0.0
l2arctic_ERMS_arctic_a0036,Spanish,,She turned in at the hotel,she turned in at the hotel,she turned in at the hotel,False,0.0,0.0
l2arctic_ERMS_arctic_a0037,Spanish,,I was the only one who remained sitting,i was the only one who remained sitting,i was the only one who remained sitting,False,0.0,0.0
l2arctic_ERMS_arctic_a0039,Spanish,,The ship should be in within a week or ten days,the sheep should be within a week or ten days,the sheep should be within a week or ten days,False,0.18181818181818182,0.18181818181818182
l2arctic_ERMS_arctic_a0040,Spanish,,I suppose you wonder why she is coming up here,i suppose you wonder why she's coming up here,i suppose you wonder why she's coming up here,False,0.2,0.2
l2arctic_ERMS_arctic_a0041,Spanish,,Meanwhile I'll go out to breathe a spell,meanwhile i'll go out as breet a spell,meanwhile i'll go out as brief a spell,True,0.25,0.25
l2arctic_ERMS_arctic_a0042,Spanish,,How could he explain his possession of the sketch,how could he explain his possessions of the sketch,how could he explain his possessions of the sketch,False,0.1111111111111111,0.1111111111111111
l2arctic_ERMS_arctic_a0047,Spanish,,Close beside him gleamed the white fangs of the wolf dog,close beside him gleamed the white fangs of the wolf dok,close beside him gleamed the white fangs of the wolf dog,True,0.09090909090909091,0.0
l2arctic_ERMS_arctic_a0048,Spanish,,He looked at the handkerchief more closely,he looked at the handkerchief more closely,he looked at the handkerchief more closely,False,0.0,0.0
l2arctic_ERMS_arctic_a0051,Spanish,,The lace was of a delicate ivory color faintly tinted with yellow,the lace was of delicate ivory color faintly tinted with yellow,the lace was of delicate ivory color faintly tinted with yellow,False,0.08333333333333333,0.08333333333333333
l2arctic_ERMS_arctic_a0052,Spanish,,It was a curious coincidence,it was a curious coincidence,it was a curious coincidence,False,0.0,0.0
l2arctic_ERMS_arctic_a0058,Spanish,,I came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,False,0.0,0.0
l2arctic_ERMS_arctic_a0059,Spanish,,His immaculate appearance was gone,his immaculate appearance was gone,his immaculate appearance was gone,False,0.0,0.0
l2arctic_ERMS_arctic_a0063,Spanish,,Yes it was a man who asked a stranger,yes it was a man who asked a stranger,yes it was a man who asked a stranger,False,0.0,0.0
l2arctic_ERMS_arctic_a0064,Spanish,,The fourth and fifth days passed without any developments,the fourth and fifth days passed without any but developments,the fourth and fifth days passed without any but developments,False,0.1111111111111111,0.1111111111111111
l2arctic_ERMS_arctic_a0065,Spanish,,They closed now until his fingers were like cords of steel,they closed now until his finger were like cords of steel,they closed now until his fingers were like cords of steel,True,0.09090909090909091,0.0
l2arctic_ERMS_arctic_a0071,Spanish,,What was the object of your little sensation,what was the object of your little sensation,what was the object of your little sensation,False,0.0,0.0
l2arctic_ERMS_arctic_a0073,Spanish,,The promoter's eyes were heavy with little puffy bags under them,the promoter's eyes were heavy with little puffy bags under them,the promoter's eyes were heavy with little puffy bags under them,False,0.0,0.0
l2arctic_ERMS_arctic_a0076,Spanish,,The gray eyes faltered the flush deepened,the great eyes faltered the flush deepened,the great eyes faltered the flush deepened,False,0.14285714285714285,0.14285714285714285
l2arctic_HJK_arctic_a0003,Korean,,For the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,False,0.0,0.0
l2arctic_HJK_arctic_a0005,Korean,,Will we ever forget it,will we ever forget it,will we ever forget it,False,0.0,0.0
l2arctic_HJK_arctic_a0007,Korean,,And you always want to see it in the superlative degree,and you always want to see it in the superlative degree,and you always want to see it in the superlative degree,False,0.0,0.0
l2arctic_HJK_arctic_a0008,Korean,,Gad your letter came just in time,gad your letter came just in time,dad your letter came just in time,True,0.0,0.14285714285714285
l2arctic_HJK_arctic_a0010,Korean,,I'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing game,i'm playing a single hand in what looks like a losing game,False,0.0,0.0
l2arctic_HJK_arctic_a0020,Korean,,Clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,False,0.0,0.0
